YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,NCHILD,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCWAGE,VETSTAT,VETSTATD
2023,202301,780312,2.023E+12,2592,2.02301E+12,130029,1,2,5994,2,2,49,1,1,100,0,0,11,114,1,10,72000,1,11
2023,202301,780312,2.023E+12,2592,2.02301E+12,130029,1,4,10692,0,2,19,6,1,100,0,0,7,71,1,10,30000,1,11
2023,202301,780636,2.023E+12,10368,2.02301E+12,40029,1,1,10530,0,1,54,6,1,100,0,0,0,2,1,10,29000,1,11
2023,202301,780960,2.023E+12,89748,2.02301E+12,270129,1,1,89748,2,2,41,1,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,780960,2.023E+12,89748,2.02301E+12,270129,1,2,82944,2,1,41,1,1,100,0,0,8,81,1,10,20000,1,11
2023,202301,781122,2.023E+12,19116,2.02301E+12,130029,1,1,19116,0,1,43,4,1,100,0,0,5,50,1,10,45000,1,11
2023,202301,781608,2.023E+12,14742,2.02301E+12,50129,1,1,14580,0,1,59,1,1,100,0,0,8,81,1,10,27000,1,11
2023,202301,781608,2.023E+12,14742,2.02301E+12,50129,1,2,12150,0,2,58,1,1,100,0,0,7,71,1,10,62000,1,11
2023,202301,781932,2.023E+12,20088,2.02301E+12,110529,1,1,20250,0,1,52,5,7,700,0,0,10,101,1,10,47000,1,13
2023,202301,782094,2.023E+12,13932,2.02301E+12,290029,1,1,13932,0,2,45,4,1,100,0,0,7,71,1,10,32000,1,11
2023,202301,782418,2.023E+12,10854,2.02301E+12,160029,1,1,10854,0,1,62,6,1,100,0,0,6,63,1,10,59000,1,11
2023,202301,782904,2.023E+12,12150,2.02301E+12,150029,1,1,11988,1,2,59,4,1,100,0,0,6,63,1,10,31000,1,11
2023,202301,782904,2.023E+12,12150,2.02301E+12,150029,1,2,22194,0,1,35,6,1,100,0,0,6,63,1,10,40000,1,11
2023,202301,783228,2.023E+12,1458,2.02301E+12,290029,1,1,1458,0,2,63,1,1,100,0,0,6,63,1,10,42000,1,11
2023,202301,783390,2.023E+12,52002,2.02301E+12,200129,1,2,20250,0,1,58,4,2,200,0,0,4,40,1,10,40700,1,11
2023,202301,783552,2.023E+12,12798,2.02301E+12,200229,1,1,12798,0,1,28,6,1,100,0,0,6,63,1,10,45000,1,11
2023,202301,783552,2.023E+12,12798,2.02301E+12,200229,1,2,9558,0,2,27,6,1,100,0,0,10,101,1,10,48000,1,11
2023,202301,783714,2.023E+12,24624,2.02301E+12,40029,1,1,24624,3,2,49,1,1,100,0,0,10,101,1,10,89000,1,11
2023,202301,783714,2.023E+12,24624,2.02301E+12,40029,1,2,32562,3,1,47,1,1,100,0,0,6,65,1,10,50000,1,11
2023,202301,783714,2.023E+12,24624,2.02301E+12,40029,1,4,35478,0,1,23,6,1,100,0,0,8,81,1,10,42000,1,11
2023,202301,783876,2.023E+12,18306,2.02301E+12,200229,1,1,18468,1,2,46,1,1,100,1,100,10,101,1,10,68000,1,11
2023,202301,783876,2.023E+12,18306,2.02301E+12,200229,1,2,11340,1,1,41,1,1,100,0,0,7,71,1,10,100000,2,20
2023,202301,783876,2.023E+12,18306,2.02301E+12,200229,1,3,5994,0,2,19,6,1,100,1,100,6,63,1,10,37400,1,11
2023,202301,784200,2.023E+12,15066,2.02301E+12,110229,1,2,14742,0,1,62,1,1,100,0,0,6,63,1,10,100000,1,11
2023,202301,784362,2.023E+12,20088,2.02301E+12,190329,1,1,20088,0,2,31,6,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,784524,2.023E+12,14742,2.02301E+12,190529,1,1,14742,3,2,50,1,1,100,0,0,8,81,1,10,45000,1,11
2023,202301,784524,2.023E+12,14742,2.02301E+12,190529,1,2,13608,3,1,46,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,784686,2.023E+12,5832,2.02301E+12,130029,1,1,5832,1,2,55,1,1,100,0,0,3,30,1,10,18000,1,11
2023,202301,785172,2.023E+12,14256,2.02301E+12,270229,1,1,14256,0,2,57,1,1,100,0,0,11,115,1,10,180000,1,11
2023,202301,785172,2.023E+12,14256,2.02301E+12,270229,1,2,11016,0,1,54,1,1,100,0,0,11,115,1,10,80000,1,11
2023,202301,785334,2.023E+12,7776,2.02301E+12,170029,1,1,7776,4,1,35,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,785496,2.023E+12,3402,2.02301E+12,80029,1,2,2268,4,2,26,1,1,100,0,0,6,65,1,10,56000,1,11
2023,202301,785658,2.023E+12,7776,2.02301E+12,140029,1,1,7776,3,2,32,3,1,100,0,0,7,71,1,10,5300,1,11
2023,202301,786306,2.023E+12,19278,2.02301E+12,120029,1,1,19278,0,1,35,6,1,100,0,0,6,63,1,10,70000,1,11
2023,202301,786306,2.023E+12,19278,2.02301E+12,120029,1,2,12312,0,2,26,4,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,786630,2.023E+12,37098,2.02301E+12,180129,1,1,37098,2,1,64,4,2,200,0,0,10,101,1,10,130000,1,11
2023,202301,786792,2.023E+12,18954,2.02301E+12,100029,1,1,18792,3,1,50,1,1,100,0,0,11,116,1,10,195000,1,11
2023,202301,786792,2.023E+12,18954,2.02301E+12,100029,1,2,31266,3,2,49,1,1,100,0,0,11,114,1,10,30300,1,11
2023,202301,786954,2.023E+12,34830,2.02301E+12,210229,1,1,34830,3,2,39,6,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,787116,2.023E+12,49410,2.02301E+12,270129,1,3,71604,0,2,39,4,1,100,0,0,8,81,1,10,38000,1,11
2023,202301,787278,2.023E+12,19278,2.02301E+12,110329,1,2,17982,0,1,55,3,1,100,0,0,7,71,1,10,46000,1,11
2023,202301,787440,2.023E+12,5346,2.02301E+12,160029,1,1,5184,1,2,44,4,1,100,0,0,10,101,1,10,76000,1,11
2023,202301,787602,2.023E+12,23166,2.02301E+12,110529,1,2,12312,0,1,55,1,1,100,0,0,11,115,1,10,43000,2,20
2023,202301,787764,2.023E+12,7128,2.02301E+12,270129,1,1,6966,0,1,22,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,787926,2.023E+12,11340,2.02301E+12,290029,1,1,11502,0,2,60,5,1,100,0,0,6,63,1,10,58000,1,11
2023,202301,788250,2.023E+12,15228,2.02301E+12,230029,1,1,15228,2,2,38,1,1,100,0,0,8,81,1,10,7000,1,11
2023,202301,788250,2.023E+12,15228,2.02301E+12,230029,1,2,24138,2,1,42,1,1,100,0,0,6,65,1,10,26400,1,11
2023,202301,788736,2.023E+12,4698,2.02301E+12,70029,1,1,4860,0,2,64,1,1,100,0,0,8,81,1,10,2000,1,11
2023,202301,789222,2.023E+12,20412,2.02301E+12,90129,1,1,20412,1,2,44,1,1,100,0,0,6,64,1,10,27000,1,11
2023,202301,789222,2.023E+12,20412,2.02301E+12,90129,1,2,23166,1,1,43,1,1,100,0,0,6,61,1,10,2500,1,11
2023,202301,789222,2.023E+12,20412,2.02301E+12,90129,1,3,34344,0,2,18,6,1,100,0,0,6,63,1,10,480,1,11
2023,202301,789546,2.023E+12,10530,2.02301E+12,190129,1,1,10530,1,2,54,6,2,200,0,0,6,63,1,10,28000,1,11
2023,202301,789546,2.023E+12,10530,2.02301E+12,190129,1,2,10044,1,1,53,6,2,200,0,0,6,61,1,10,48000,1,11
2023,202301,789546,2.023E+12,10530,2.02301E+12,190129,1,3,27702,0,2,18,6,2,200,0,0,6,63,1,10,6000,1,11
2023,202301,789870,2.023E+12,14418,2.02301E+12,250029,1,1,14418,3,1,33,1,1,100,0,0,6,63,1,10,45000,1,13
2023,202301,790032,2.023E+12,20574,2.02301E+12,30029,1,1,20574,0,1,23,6,6,640,0,0,10,101,1,10,10000,1,11
2023,202301,790356,2.023E+12,42930,2.02301E+12,190729,1,1,42930,1,2,37,1,1,100,0,0,10,101,1,10,75000,1,11
2023,202301,790356,2.023E+12,42930,2.02301E+12,190729,1,2,52326,1,1,39,1,2,200,0,0,11,114,1,10,100000,1,11
2023,202301,790680,2.023E+12,14580,2.02301E+12,150029,1,2,11664,0,2,58,1,1,100,0,0,10,101,1,10,95000,1,11
2023,202301,790842,2.023E+12,13770,2.02301E+12,190529,1,1,13770,1,2,59,1,1,100,0,0,11,116,1,10,115000,1,11
2023,202301,790842,2.023E+12,13770,2.02301E+12,190529,1,3,34830,0,1,22,6,1,100,0,0,7,71,1,10,52000,1,11
2023,202301,791004,2.023E+12,6318,2.02301E+12,270129,1,1,6156,0,2,56,1,1,100,0,0,6,61,1,10,40000,1,11
2023,202301,791004,2.023E+12,6318,2.02301E+12,270129,1,2,6480,0,1,60,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,791166,2.023E+12,4212,2.02301E+12,100029,1,1,4212,2,1,35,1,1,100,0,0,10,101,1,14,80000,1,12
2023,202301,791166,2.023E+12,4212,2.02301E+12,100029,1,2,2916,2,2,36,1,1,100,0,0,11,114,1,10,130000,1,11
2023,202301,791814,2.023E+12,11016,2.02301E+12,190829,1,2,14904,2,1,53,1,1,100,0,0,7,71,1,10,35000,1,11
2023,202301,791814,2.023E+12,11016,2.02301E+12,190829,1,3,10044,0,1,25,6,1,100,0,0,6,65,1,10,10000,1,11
2023,202301,791814,2.023E+12,11016,2.02301E+12,190829,1,4,8748,0,2,20,6,1,100,0,0,6,65,1,10,8000,1,11
2023,202301,792300,2.023E+12,17820,2.02301E+12,50129,1,1,17820,0,1,25,1,1,100,0,0,8,81,1,10,100000,1,11
2023,202301,792300,2.023E+12,17820,2.02301E+12,50129,1,2,19602,0,2,25,1,1,100,0,0,10,101,1,10,38000,1,11
2023,202301,792462,2.023E+12,78084,2.02301E+12,190229,1,1,78084,1,1,30,6,2,200,0,0,7,71,1,10,50000,1,11
2023,202301,792462,2.023E+12,78084,2.02301E+12,190229,1,2,67068,1,2,27,6,2,200,0,0,7,71,1,10,50000,1,11
2023,202301,792786,2.023E+12,2754,2.02301E+12,150029,1,1,2754,0,2,65,4,1,100,0,0,6,64,1,10,175000,1,11
2023,202301,792948,2.023E+12,8910,2.02301E+12,190529,1,1,8910,0,1,30,1,1,100,0,0,11,114,1,10,155000,1,11
2023,202301,792948,2.023E+12,8910,2.02301E+12,190529,1,2,13770,0,2,27,1,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,793434,2.023E+12,9072,2.02301E+12,280029,1,1,9072,0,1,36,6,1,100,0,0,8,81,1,10,4000,1,11
2023,202301,793920,2.023E+12,36450,2.02301E+12,190229,1,1,36450,0,2,24,6,1,100,0,0,10,101,1,10,58000,1,11
2023,202301,794082,2.023E+12,15066,2.02301E+12,30029,1,1,14904,2,1,27,1,1,100,0,0,2,26,1,10,40000,1,11
2023,202301,794244,2.023E+12,18792,2.02301E+12,150029,1,2,19764,1,2,62,1,1,100,0,0,6,63,1,10,53000,1,11
2023,202301,794244,2.023E+12,18792,2.02301E+12,150029,1,3,13932,0,1,33,6,1,100,0,0,6,63,1,10,42000,1,11
2023,202301,794406,2.023E+12,4374,2.02301E+12,260029,1,1,4374,0,2,57,1,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,794406,2.023E+12,4374,2.02301E+12,260029,1,3,10206,0,1,61,6,1,100,0,0,8,81,1,10,30000,1,11
2023,202301,794730,2.023E+12,5508,2.02301E+12,120029,1,1,5508,0,1,59,1,1,100,0,0,6,63,1,10,58000,1,11
2023,202301,794892,2.023E+12,42930,2.02301E+12,230029,1,1,42930,1,1,64,5,1,100,0,0,6,63,1,10,0,1,11
2023,202301,794892,2.023E+12,42930,2.02301E+12,230029,1,2,72252,0,1,23,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,795054,2.023E+12,22194,2.02301E+12,210129,1,2,23166,0,2,64,1,1,100,0,0,8,81,1,10,34000,1,11
2023,202301,795378,2.023E+12,27216,2.02301E+12,210229,1,1,27216,2,2,40,4,1,100,0,0,6,65,1,10,0,1,11
2023,202301,795378,2.023E+12,27216,2.02301E+12,210229,1,2,17496,0,2,18,6,1,100,0,0,5,50,1,10,4200,1,11
2023,202301,795540,2.023E+12,46332,2.02301E+12,110329,1,1,46332,1,2,49,1,1,100,0,0,8,81,1,10,60000,1,11
2023,202301,795540,2.023E+12,46332,2.02301E+12,110329,1,2,49896,1,1,48,1,1,100,0,0,7,71,1,10,70000,1,11
2023,202301,795540,2.023E+12,46332,2.02301E+12,110329,1,3,33534,0,2,20,6,1,100,0,0,7,71,1,10,15000,1,11
2023,202301,796188,2.023E+12,3726,2.02301E+12,10029,1,1,3564,1,1,28,6,1,100,0,0,6,63,1,10,72000,1,11
2023,202301,796350,2.023E+12,19278,2.02301E+12,260029,1,1,19278,8,1,41,1,1,100,0,0,7,71,1,10,55000,1,11
2023,202301,796836,2.023E+12,4536,2.02301E+12,110329,1,1,4698,0,2,52,5,8,802,0,0,6,64,1,10,5000,1,11
2023,202301,796998,2.023E+12,32400,2.02301E+12,140029,1,1,32400,1,2,38,4,1,100,0,0,6,65,1,10,24000,1,11
2023,202301,797160,2.023E+12,6642,2.02301E+12,250029,1,1,6642,0,2,51,1,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,797160,2.023E+12,6642,2.02301E+12,250029,1,2,7128,0,1,53,1,1,100,0,0,7,71,1,10,48000,1,11
2023,202301,797322,2.023E+12,10530,2.02301E+12,20029,1,1,10530,2,2,50,1,1,100,0,0,6,65,1,10,40000,1,11
2023,202301,797322,2.023E+12,10530,2.02301E+12,20029,1,2,17172,2,1,51,1,1,100,0,0,6,65,1,10,32000,1,11
2023,202301,797322,2.023E+12,10530,2.02301E+12,20029,1,3,20574,0,1,20,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,797484,2.023E+12,10368,2.02301E+12,190529,1,1,10368,1,1,49,1,6,610,0,0,10,101,1,10,150000,1,11
2023,202301,797484,2.023E+12,10368,2.02301E+12,190529,1,2,12636,1,2,44,1,6,610,0,0,10,101,1,10,150000,1,11
2023,202301,797646,2.023E+12,70956,2.02301E+12,190229,1,1,70956,3,1,39,1,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,797646,2.023E+12,70956,2.02301E+12,190229,1,2,80190,3,2,35,1,1,100,0,0,10,101,1,10,250000,1,11
2023,202301,798132,2.023E+12,11502,2.02301E+12,90129,1,1,11502,0,1,52,1,1,100,0,0,10,101,1,10,105000,1,11
2023,202301,798132,2.023E+12,11502,2.02301E+12,90129,1,2,12312,0,2,51,1,1,100,0,0,10,101,1,10,40000,1,11
2023,202301,798294,2.023E+12,17010,2.02301E+12,60129,1,1,17010,0,2,33,6,1,100,0,0,11,114,1,10,60000,1,11
2023,202301,798294,2.023E+12,17010,2.02301E+12,60129,1,2,18630,0,2,27,6,1,100,0,0,11,114,1,10,42000,1,11
2023,202301,798456,2.023E+12,20250,2.02301E+12,40029,1,1,20250,0,1,60,1,1,100,0,0,6,63,1,10,72000,1,11
2023,202301,798456,2.023E+12,20250,2.02301E+12,40029,1,2,11988,0,2,56,1,1,100,0,0,6,65,1,10,65000,1,11
2023,202301,798618,2.023E+12,28998,2.02301E+12,270329,1,1,28998,0,1,60,4,1,100,0,0,6,65,1,10,107000,1,11
2023,202301,798780,2.023E+12,6642,2.02301E+12,110429,1,1,6642,1,2,36,1,1,100,0,0,11,116,1,10,70000,1,11
2023,202301,798780,2.023E+12,6642,2.02301E+12,110429,1,2,7776,1,1,38,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,798942,2.023E+12,27864,2.02301E+12,180229,1,1,27864,2,1,54,1,1,100,0,0,10,101,1,10,133000,1,11
2023,202301,798942,2.023E+12,27864,2.02301E+12,180229,1,2,16200,2,2,48,1,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,798942,2.023E+12,27864,2.02301E+12,180229,1,3,24462,0,2,23,6,1,100,0,0,10,101,1,10,20000,1,11
2023,202301,798942,2.023E+12,27864,2.02301E+12,180229,1,4,22680,0,1,21,6,1,100,0,0,6,65,1,10,12000,1,11
2023,202301,799104,2.023E+12,5994,2.02301E+12,10029,1,1,5994,0,2,58,1,1,100,0,0,6,63,1,10,53000,1,11
2023,202301,799590,2.023E+12,73872,2.02301E+12,270329,1,2,76626,5,1,38,1,6,661,0,0,6,65,1,10,48000,1,11
2023,202301,799590,2.023E+12,73872,2.02301E+12,270329,1,3,56052,0,2,18,6,6,661,0,0,6,63,1,10,10000,1,11
2023,202301,799752,2.023E+12,2106,2.02301E+12,50129,1,1,2106,2,1,31,6,1,100,0,0,8,81,1,10,35000,2,20
2023,202301,799752,2.023E+12,2106,2.02301E+12,50129,1,2,3240,2,2,31,4,1,100,0,0,10,101,1,10,0,1,11
2023,202301,800076,2.023E+12,46494,2.02301E+12,110229,1,2,42444,0,2,63,1,6,667,0,0,7,71,1,10,20000,1,11
2023,202301,800562,2.02301E+12,17334,2.02301E+12,70030,4,1,17334,0,2,21,6,1,100,0,0,7,71,1,10,7200,1,11
2023,202301,800886,2.02301E+12,648,2.02301E+12,30030,4,1,648,0,2,31,6,8,801,0,0,7,71,1,10,1600,1,11
2023,202301,801048,2.023E+12,7776,2.02301E+12,20030,1,1,7776,0,2,64,1,1,100,0,0,10,101,1,10,93000,1,11
2023,202301,801048,2.023E+12,7776,2.02301E+12,20030,1,2,8748,0,1,59,1,1,100,0,0,7,71,1,10,72000,2,20
2023,202301,801210,2.023E+12,8586,2.02301E+12,30030,1,1,8586,1,1,46,1,1,100,0,0,6,64,1,10,12000,1,11
2023,202301,801210,2.023E+12,8586,2.02301E+12,30030,1,2,7128,1,2,46,1,1,100,0,0,6,64,1,10,24000,1,11
2023,202301,801210,2.023E+12,8586,2.02301E+12,30030,1,3,6318,0,2,19,6,1,100,0,0,6,64,1,10,21100,1,11
2023,202301,801372,2.023E+12,13446,2.02301E+12,30030,1,2,40824,0,2,49,4,1,100,0,0,7,71,1,10,40000,1,11
2023,202301,802182,2.023E+12,54108,2.02301E+12,50030,1,1,54108,1,2,39,2,1,100,0,0,6,61,1,10,41000,1,11
2023,202301,802506,2.023E+12,30132,2.02301E+12,40030,1,1,30132,1,1,43,1,1,100,0,0,7,71,1,10,86000,1,11
2023,202301,802506,2.023E+12,30132,2.02301E+12,40030,1,2,28512,1,2,43,1,1,100,0,0,11,114,1,10,45000,1,11
2023,202301,802668,2.023E+12,2916,2.02301E+12,60030,1,1,2916,0,1,49,1,1,100,0,0,6,63,1,10,115000,1,11
2023,202301,802668,2.023E+12,2916,2.02301E+12,60030,1,3,2592,0,2,39,4,1,100,0,0,6,63,1,10,10000,1,11
2023,202301,803154,2.023E+12,20412,2.02301E+12,10030,1,1,20412,4,1,53,1,1,100,0,0,10,101,1,10,269000,1,11
2023,202301,803154,2.023E+12,20412,2.02301E+12,10030,1,2,20250,4,2,52,1,1,100,0,0,10,101,1,10,34500,1,11
2023,202301,803154,2.023E+12,20412,2.02301E+12,10030,1,7,42120,0,2,21,6,1,100,0,0,7,71,1,10,14500,1,11
2023,202301,803640,2.023E+12,11502,2.02301E+12,70030,1,1,11502,1,2,61,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,803640,2.023E+12,11502,2.02301E+12,70030,1,3,13932,0,1,32,6,1,100,0,0,6,64,1,10,61000,1,11
2023,202301,803802,2.023E+12,26568,2.02301E+12,30030,1,1,26568,0,1,57,4,1,100,0,0,10,101,1,10,60000,2,20
2023,202301,803964,2.023E+12,7290,2.02301E+12,70030,1,1,7128,0,2,64,1,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,804126,2.023E+12,3564,2.02301E+12,60030,1,1,3402,0,2,40,4,1,100,0,0,6,63,1,10,12000,1,11
2023,202301,804288,2.023E+12,5346,2.02301E+12,40030,1,1,5184,0,2,39,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,804450,2.023E+12,11178,2.02301E+12,10030,1,2,14580,1,1,21,1,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,804612,2.023E+12,7938,2.02301E+12,60030,1,1,7776,0,2,56,1,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,804936,2.023E+12,24624,2.02301E+12,30030,1,1,24462,0,2,24,6,1,100,0,0,6,65,1,10,18900,1,11
2023,202301,805260,2.023E+12,13608,2.02301E+12,50030,1,1,13770,0,2,63,1,1,100,0,0,11,114,1,10,75000,1,11
2023,202301,805260,2.023E+12,13608,2.02301E+12,50030,1,2,13932,0,1,62,1,1,100,0,0,8,81,1,10,52000,1,11
2023,202301,806718,2.023E+12,23652,2.02301E+12,20031,1,1,23814,3,1,35,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,806718,2.023E+12,23652,2.02301E+12,20031,1,2,25596,3,2,34,1,1,100,0,0,10,101,1,10,63000,1,11
2023,202301,806880,2.023E+12,20412,2.02301E+12,30031,1,1,20412,0,2,55,1,1,100,0,0,8,81,1,10,26400,1,11
2023,202301,806880,2.023E+12,20412,2.02301E+12,30031,1,2,17658,0,1,52,1,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,807042,2.023E+12,2430,2.02301E+12,70231,1,1,2268,1,1,61,1,3,363,0,0,6,65,1,10,48000,1,11
2023,202301,807042,2.023E+12,2430,2.02301E+12,70231,1,3,4536,2,2,30,4,1,100,0,0,8,81,1,10,25000,1,11
2023,202301,807852,2.023E+12,2592,2.02301E+12,20031,1,1,2754,1,2,35,1,1,100,0,0,11,114,1,10,39000,1,11
2023,202301,807852,2.023E+12,2592,2.02301E+12,20031,1,2,2268,1,1,37,1,1,100,0,0,8,81,1,10,0,1,11
2023,202301,808014,2.023E+12,10530,2.02301E+12,90431,1,1,10530,0,2,40,1,1,100,0,0,8,81,1,10,65000,1,11
2023,202301,808014,2.023E+12,10530,2.02301E+12,90431,1,2,4860,0,1,36,1,6,600,0,0,7,71,1,10,56000,1,11
2023,202301,808176,2.023E+12,50706,2.02301E+12,30031,1,1,50706,4,1,30,1,7,700,1,100,6,63,1,10,45000,1,11
2023,202301,808176,2.023E+12,50706,2.02301E+12,30031,1,2,51516,4,2,29,1,7,700,1,100,6,65,1,10,27700,1,11
2023,202301,808500,2.023E+12,6642,2.02301E+12,20031,1,2,9234,2,2,41,1,7,700,1,100,6,61,1,10,30000,1,11
2023,202301,808500,2.023E+12,6642,2.02301E+12,20031,1,3,7938,0,2,21,6,8,826,1,100,7,71,1,10,4000,1,11
2023,202301,808662,2.023E+12,9558,2.02301E+12,40031,1,1,9558,0,2,57,1,1,100,0,0,6,64,1,10,48000,1,11
2023,202301,808662,2.023E+12,9558,2.02301E+12,40031,1,2,12960,0,1,62,1,1,100,0,0,8,81,1,10,11200,1,11
2023,202301,808824,2.023E+12,18144,2.02301E+12,90131,1,1,18144,0,1,26,1,1,100,0,0,10,101,1,10,51000,1,11
2023,202301,808824,2.023E+12,18144,2.02301E+12,90131,1,2,23976,0,2,27,1,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,808986,2.023E+12,3078,2.02301E+12,20031,1,1,2916,0,1,57,5,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,809148,2.023E+12,44550,2.02301E+12,90331,1,1,44550,0,1,60,4,2,200,0,0,6,64,1,10,25000,1,11
2023,202301,809310,2.023E+12,17820,2.02301E+12,90131,1,1,17820,1,2,43,1,1,100,0,0,11,114,1,10,160000,1,11
2023,202301,809634,2.023E+12,13122,2.02301E+12,70131,1,1,13122,0,2,57,1,1,100,0,0,7,71,1,10,95000,1,11
2023,202301,809634,2.023E+12,13122,2.02301E+12,70131,1,2,13608,0,1,57,1,1,100,0,0,6,65,1,10,35000,1,11
2023,202301,809958,2.023E+12,12312,2.02301E+12,40031,1,1,12150,2,2,37,1,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,809958,2.023E+12,12312,2.02301E+12,40031,1,2,9558,2,1,37,1,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,810120,2.023E+12,36936,2.02301E+12,90131,1,1,36936,0,2,22,6,1,100,0,0,6,63,1,10,8700,1,11
2023,202301,810444,2.023E+12,14418,2.02301E+12,20031,1,1,14418,3,2,26,6,1,100,0,0,6,63,1,10,1000,1,11
2023,202301,810444,2.023E+12,14418,2.02301E+12,20031,1,2,9558,3,1,28,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,810606,2.023E+12,22518,2.02301E+12,80131,1,1,22518,0,1,25,6,1,100,0,0,10,101,1,10,24300,1,11
2023,202301,810930,2.023E+12,4536,2.02301E+12,10031,1,1,4374,1,2,48,4,8,826,0,0,8,81,1,10,0,1,11
2023,202301,811092,2.023E+12,6966,2.02301E+12,10031,1,1,6966,0,2,42,1,1,100,0,0,8,81,1,10,24000,1,11
2023,202301,811092,2.023E+12,6966,2.02301E+12,10031,1,2,6156,0,1,58,1,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,811092,2.023E+12,6966,2.02301E+12,10031,1,3,162,0,1,18,6,1,100,0,0,5,50,1,10,600,1,11
2023,202301,811254,2.023E+12,3564,2.02301E+12,20031,1,2,3726,0,1,58,6,1,100,0,0,7,71,1,10,4700,1,11
2023,202301,811416,2.023E+12,3726,2.02301E+12,20031,1,2,4860,0,1,59,1,1,100,0,0,6,65,1,10,577000,1,13
2023,202301,811578,2.023E+12,18630,2.02301E+12,90331,1,1,18630,4,1,36,1,1,100,0,0,6,61,1,10,98000,1,11
2023,202301,811740,2.023E+12,2916,2.02301E+12,50031,1,1,2916,2,1,45,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,812064,2.023E+12,5832,2.02301E+12,10031,1,1,5832,1,2,62,5,1,100,0,0,8,81,1,10,27000,1,11
2023,202301,812064,2.023E+12,5832,2.02301E+12,10031,1,3,3078,0,2,35,6,1,100,0,0,6,64,1,10,35000,1,11
2023,202301,812388,2.023E+12,23814,2.02301E+12,90131,1,2,26892,0,2,63,1,1,100,0,0,10,101,1,10,12000,1,11
2023,202301,812550,2.023E+12,19602,2.02301E+12,90131,1,2,15066,0,1,26,6,1,100,0,0,11,114,1,10,40000,1,11
2023,202301,812712,2.023E+12,2592,2.02301E+12,60031,1,1,2592,0,1,32,4,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,812874,2.023E+12,2106,2.02301E+12,40031,1,2,3240,0,1,58,1,1,100,0,0,6,63,1,10,49700,2,20
2023,202301,813036,2.023E+12,51678,2.02301E+12,60031,1,1,51516,2,2,36,4,1,100,0,0,6,63,1,10,48000,1,11
2023,202301,813522,2.023E+12,13608,2.02301E+12,80231,1,1,13608,1,1,59,4,1,100,0,0,6,65,1,10,80000,1,11
2023,202301,813522,2.023E+12,13608,2.02301E+12,80231,1,2,14094,0,1,20,6,1,100,0,0,6,65,1,10,30000,1,11
2023,202301,813684,2.023E+12,4860,2.02301E+12,30031,1,1,4860,0,1,65,1,1,100,0,0,6,63,1,10,15000,1,11
2023,202301,813684,2.023E+12,4860,2.02301E+12,30031,1,2,2592,0,2,59,1,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,814008,2.023E+12,4536,2.02301E+12,40031,1,1,4536,0,1,64,6,1,100,0,0,6,63,1,10,42000,1,11
2023,202301,814170,2.023E+12,3240,2.02301E+12,50031,1,1,3078,2,2,53,1,1,100,0,0,10,101,1,10,20000,1,11
2023,202301,814170,2.023E+12,3240,2.02301E+12,50031,1,2,3240,2,1,56,1,1,100,0,0,8,81,1,10,0,1,11
2023,202301,814494,2.023E+12,6156,2.02301E+12,50031,1,1,6156,3,2,47,1,1,100,0,0,6,65,1,10,0,1,11
2023,202301,814494,2.023E+12,6156,2.02301E+12,50031,1,2,6966,3,1,46,1,1,100,0,0,6,63,1,10,103000,1,11
